Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-032447,12338065304,01/26/2020 09:00:00 PM,01/27/2020 08:00:00 AM,01/27/2020 01:59:30 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,19XX BLOCK OF S CHARLES ST,-122.306761856,47.59450349
2020-032757,12338065248,01/27/2020 01:10:00 PM,,01/27/2020 01:57:02 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,S,O,O3,GEORGETOWN,70XX BLOCK OF E MARGINAL WAY S,-122.322241462,47.53963322
2020-901290,12338051018,01/26/2020 03:30:00 AM,01/26/2020 07:30:00 AM,01/27/2020 01:54:54 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,4TH AVE W / W ARMOUR ST,-122.362206368,47.6449469
2020-901289,12338048642,01/26/2020 06:00:00 PM,01/26/2020 06:00:00 PM,01/27/2020 01:53:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,9XX BLOCK OF S KING ST,-122.320293271,47.59834624
2020-901288,12338047837,01/25/2020 10:00:00 PM,01/26/2020 07:00:00 PM,01/27/2020 01:52:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,33XX BLOCK OF YORK RD S,-122.287210701,47.57303502
2020-901287,12338047724,01/26/2020 04:00:00 PM,01/26/2020 04:00:00 PM,01/27/2020 01:52:37 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F1,PIGEON POINT,47XX BLOCK OF 21ST AVE SW,-122.360170281,47.55838564
2020-901285,12338003530,01/26/2020 04:30:00 PM,01/26/2020 04:30:00 PM,01/27/2020 01:32:24 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,11TH AVE NW / NW 50TH ST,-122.370764553,47.66504255
2020-901284,12338003328,01/26/2020 12:05:00 AM,01/26/2020 09:00:00 AM,01/27/2020 01:32:14 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,13TH AVE NW / NW 67TH ST,-122.372997239,47.67780671
2020-032514,12338018911,01/24/2020 12:00:00 AM,01/27/2020 08:00:00 AM,01/27/2020 01:26:17 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,QUEEN ANNE,27XX BLOCK OF WESTLAKE AVE N,-122.347302443,47.64503039
2020-032514,12338007566,01/24/2020 12:00:00 AM,01/27/2020 08:00:00 AM,01/27/2020 01:26:17 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D2,QUEEN ANNE,27XX BLOCK OF WESTLAKE AVE N,-122.347302443,47.64503039
2020-032649,12334563783,01/27/2020 12:00:00 PM,01/27/2020 12:05:00 PM,01/27/2020 01:04:36 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B1,BALLARD SOUTH,18XX BLOCK OF NW MARKET ST,-122.381852063,47.66867543
2020-901283,12333507368,01/26/2020 03:45:00 AM,01/26/2020 03:48:00 AM,01/27/2020 01:02:33 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF HARRISON ST,-122.350854024,47.62208691
2020-901282,12332223552,01/25/2020 07:00:00 PM,01/25/2020 10:40:00 PM,01/27/2020 12:54:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF MERCER ST,-122.35344531,47.62457413
2020-032578,12331665327,01/27/2020 10:54:00 AM,,01/27/2020 12:49:44 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S1,NEW HOLLY,39XX BLOCK OF S OTHELLO ST,-122.28234489,47.53704403
2020-032600,12327478380,01/26/2020 01:00:00 PM,01/26/2020 11:00:00 PM,01/27/2020 12:19:07 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E2,FIRST HILL,11XX BLOCK OF 14TH AVE,-122.314147397,47.6122349
2020-901281,12321629748,01/19/2020 11:30:00 AM,01/26/2020 11:30:00 AM,01/27/2020 11:52:15 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SW,W,W2,ALASKA JUNCTION,47XX BLOCK OF 42ND AVE SW,-122.385483507,47.56019555
2020-032567,12329689587,01/08/2020 11:00:00 AM,01/27/2020 10:00:00 AM,01/27/2020 11:47:53 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,S,R,R3,LAKEWOOD/SEWARD PARK,52XX BLOCK OF S ALASKA ST,-122.267546066,47.56060208
2020-901280,12319869089,01/25/2020 10:00:00 PM,01/26/2020 12:20:00 PM,01/27/2020 11:42:30 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF HIGHLAND DR,-122.345580055,47.62973253
2020-901279,12319836866,01/25/2020 07:00:00 PM,01/26/2020 09:30:00 AM,01/27/2020 11:42:22 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,5XX BLOCK OF BROADWAY,-122.320751354,47.60684371
2020-901278,12319806719,01/26/2020 03:35:00 AM,01/26/2020 03:35:00 AM,01/27/2020 11:42:14 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW 56TH ST,-122.36739025,47.66943265
2020-901276,12318078922,01/26/2020 01:10:00 PM,01/26/2020 05:18:00 PM,01/27/2020 11:32:15 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,W,D,D2,SLU/CASCADE,5XX BLOCK OF WALL ST,-122.344881686,47.61768872
2020-901275,12316469003,01/25/2020 12:00:00 AM,01/26/2020 02:00:00 PM,01/27/2020 11:22:45 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF HIGHLAND DR,-122.345580055,47.62973253
2020-901274,12314892818,01/25/2020 08:00:00 PM,01/26/2020 11:00:00 AM,01/27/2020 11:13:57 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,4XX BLOCK OF SENECA ST,-122.333658663,47.60774723
2020-901273,12314627408,01/26/2020 07:25:00 PM,01/26/2020 07:25:00 PM,01/27/2020 11:12:23 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,ALASKAN WAY / UNION ST,-122.341334544,47.60690257
2020-901272,12314597063,01/25/2020 12:00:00 AM,01/26/2020 01:00:00 PM,01/27/2020 11:12:16 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF HIGHLAND DR,-122.345580055,47.62973253
2020-032516,12318722425,01/27/2020 09:40:00 AM,,01/27/2020 11:07:43 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W1,NORTH ADMIRAL,50XX BLOCK OF SW STEVENS ST,-122.396955737,47.57755246
2020-901271,12311540406,01/25/2020 11:00:00 PM,01/26/2020 07:00:00 AM,01/27/2020 10:53:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,12XX BLOCK OF 8TH AVE W,-122.367809798,47.63101874
2020-901269,12311227360,01/26/2020 04:00:00 PM,01/26/2020 04:00:00 PM,01/27/2020 10:52:25 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F1,PIGEON POINT,47XX BLOCK OF 21ST AVE SW,-122.360170281,47.55838564
2020-901270,12311224667,01/25/2020 11:00:00 PM,01/25/2020 11:30:00 PM,01/27/2020 10:52:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF DAVIS PL S,-122.30844125,47.59519408
2020-901268,12309490106,01/26/2020 10:30:00 AM,01/26/2020 10:30:00 AM,01/27/2020 10:42:14 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF 12TH AVE NE,-122.315250735,47.66401157
2020-901267,12308255813,12/20/2019 11:00:00 PM,01/26/2020 06:00:00 AM,01/27/2020 10:34:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,60XX BLOCK OF 4TH AVE NW,-122.3618605,47.67325779
2020-901266,12307933128,01/26/2020 12:15:00 PM,01/26/2020 02:30:00 PM,01/27/2020 10:33:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,GENESEE,43XX BLOCK OF S GENESEE ST,-122.278253691,47.56408887
2020-032495,12309131679,01/27/2020 09:20:00 AM,,01/27/2020 10:27:58 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R3,COLUMBIA CITY,50XX BLOCK OF RENTON AVE S,-122.287889043,47.55618246
2020-032345,12309522367,01/27/2020 06:30:00 AM,01/27/2020 06:45:00 AM,01/27/2020 10:26:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,9XX BLOCK OF 9TH AVE,-122.327034667,47.60805203
2020-032378,12305682130,01/26/2020 09:00:00 PM,01/27/2020 07:00:00 AM,01/27/2020 10:16:40 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B3,WALLINGFORD,23XX BLOCK OF N 38TH ST,-122.330873403,47.65311668
2020-032393,12305809224,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,01/27/2020 10:16:14 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,E,G,G2,MADRONA/LESCHI,1XX BLOCK OF 23RD AVE S,-122.302235837,47.6010021
2020-032350,12301551596,01/27/2020 07:11:00 AM,,01/27/2020 09:50:50 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W1,NORTH ADMIRAL,27XX BLOCK OF 48TH AVE SW,-122.393088616,47.57841911
2020-032350,12321531808,01/27/2020 07:20:00 AM,01/27/2020 09:50:00 AM,01/27/2020 09:50:50 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W1,NORTH ADMIRAL,27XX BLOCK OF 48TH AVE SW,-122.393088616,47.57841911
2020-032472,12303551383,01/26/2020 09:00:00 PM,01/27/2020 07:00:00 AM,01/27/2020 09:42:24 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,23XX BLOCK OF N 38TH ST,-122.330873403,47.65311668
2020-032365,12308649476,01/27/2020 08:00:00 AM,01/27/2020 08:05:00 AM,01/27/2020 09:09:44 AM,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,N,L,L2,NORTHGATE,,0,0
2020-032386,12290601289,01/27/2020 07:46:00 AM,,01/27/2020 08:44:27 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 45TH ST,-122.369692489,47.66146817
2020-032360,12290211376,01/27/2020 06:50:00 AM,,01/27/2020 08:39:40 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J3,ROOSEVELT/RAVENNA,WINONA AVE N / AURORA AVE N,-122.344484414,47.68277237
2020-901264,12287450760,01/26/2020 02:30:00 PM,01/26/2020 03:30:00 PM,01/27/2020 08:32:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,14TH AVE NW / NW 46TH ST,-122.373595428,47.66220234
2020-901262,12285860481,01/25/2020 12:05:00 AM,01/25/2020 11:35:00 AM,01/27/2020 08:23:04 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,9XX BLOCK OF WESTLAKE AVE N,-122.340164663,47.62792521
2020-901260,12285793221,01/25/2020 07:10:00 PM,01/26/2020 12:00:00 AM,01/27/2020 08:22:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,17XX BLOCK OF 1ST AVE S,-122.334197241,47.58716618
2020-901259,12285730804,01/25/2020 12:35:00 PM,01/26/2020 12:35:00 PM,01/27/2020 08:22:22 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,NORTHGATE,5XX BLOCK OF NE 103RD ST,-122.321797562,47.70313122
2020-032322,12284269871,01/26/2020 04:41:00 PM,01/26/2020 05:26:00 PM,01/27/2020 08:10:13 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,SOUTH PARK,W MARGINAL WAY SW / SW FRONT ST,-122.343181979,47.54106972
2020-032315,12282880074,01/26/2020 09:00:00 PM,01/27/2020 06:30:00 AM,01/27/2020 07:42:46 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D1,BELLTOWN,21XX BLOCK OF 1ST AVE,-122.344562694,47.61222186
2020-032307,12283469528,01/26/2020 11:00:00 PM,01/27/2020 03:00:00 AM,01/27/2020 07:35:29 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,11XX BLOCK OF MERCER ST,-122.335057541,47.62461826
2020-032306,12282844475,01/27/2020 06:33:00 AM,01/27/2020 06:45:00 AM,01/27/2020 07:07:55 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N2,NORTHGATE,116XX BLOCK OF AURORA AVE N,-122.344834268,47.71354798
2020-032201,12338742686,01/27/2020 02:41:00 AM,,01/27/2020 06:22:21 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,S MAIN ST / 22ND AVE S,-122.303290487,47.60032211
2020-032219,12282696038,01/27/2020 03:30:31 AM,01/27/2020 03:40:00 AM,01/27/2020 05:14:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R1,NORTH BEACON HILL,17XX BLOCK OF 12TH AVE S,-122.317277214,47.5876874
2020-032122,12271731918,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,01/27/2020 01:12:39 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,1XX BLOCK OF CHERRY ST,-122.333726658,47.60278737
2020-032108,12268583159,01/26/2020 11:36:01 PM,,01/27/2020 01:02:26 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E2,CAPITOL HILL,13XX BLOCK OF E MADISON ST,-122.314869159,47.61362456
2020-032088,12267700287,01/26/2020 11:00:00 PM,01/26/2020 11:21:00 PM,01/27/2020 12:45:54 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D1,BELLTOWN,22XX BLOCK OF 2ND AVE,-122.345003455,47.6136555
2020-032102,12267391818,01/26/2020 11:17:00 PM,,01/27/2020 12:36:48 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,NE 42ND ST / UNIVERSITY WAY NE,-122.313207174,47.65831485
2020-032069,12259363649,01/26/2020 10:37:00 PM,01/27/2020 12:00:00 AM,01/27/2020 12:07:04 AM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R3,HILLMAN CITY,62XX BLOCK OF RAINIER AVE S,-122.27654799,47.54667844
2020-032071,12254004555,01/26/2020 10:40:00 PM,,01/26/2020 11:31:42 PM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S JACKSON ST / 5TH AVE S,-122.327666994,47.59919493
2020-032061,12248965249,01/26/2020 12:00:00 AM,01/26/2020 09:30:00 PM,01/26/2020 11:02:37 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 15TH AVE SW,-122.353959159,47.52377874
2020-032015,12249665572,01/26/2020 04:40:00 PM,01/26/2020 09:00:00 PM,01/26/2020 10:34:11 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J2,BALLARD NORTH,13XX BLOCK OF NW 70TH ST,-122.372774996,47.67954066
2020-031944,12248916295,01/26/2020 08:20:00 PM,01/26/2020 08:50:00 PM,01/26/2020 09:33:42 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
2020-031854,12248908263,01/26/2020 06:32:00 PM,,01/26/2020 09:30:33 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2020-031806,12248908809,01/24/2020 05:05:00 PM,01/24/2020 06:00:00 PM,01/26/2020 09:30:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U2,UNIVERSITY,43XX BLOCK OF ROOSEVELT WAY NE,-122.317722691,47.66057874
2020-031826,12248896047,01/26/2020 05:00:00 PM,01/26/2020 06:30:00 PM,01/26/2020 09:22:50 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,U,U3,ROOSEVELT/RAVENNA,NE 55TH ST / 25TH AVE NE,-122.30061896,47.66852575
2020-031906,12248883509,01/26/2020 07:31:00 PM,,01/26/2020 09:14:04 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2020-031674,12248866428,01/26/2020 08:00:00 AM,01/26/2020 02:00:00 PM,01/26/2020 08:53:55 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,85XX BLOCK OF SAND POINT WAY NE,-122.267521781,47.69036129
2020-031761,12248777971,01/25/2020 12:00:00 AM,01/26/2020 05:00:00 PM,01/26/2020 06:57:06 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q2,QUEEN ANNE,18XX BLOCK OF 7TH AVE W,-122.366348559,47.63534741
2020-031617,12248745038,01/26/2020 02:00:00 AM,01/26/2020 06:00:00 AM,01/26/2020 06:18:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 15TH AVE NE,-122.311979511,47.6621728
2020-031695,12248716532,01/26/2020 03:56:00 PM,,01/26/2020 05:38:32 PM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,E,G,G3,MADRONA/LESCHI,29TH AVE S / S JUDKINS ST,-122.295469333,47.59217381
2020-031421,12248707137,01/25/2020 11:00:00 PM,01/26/2020 08:00:00 AM,01/26/2020 05:29:21 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,SANDPOINT,85XX BLOCK OF 20TH AVE NE,-122.306858192,47.6907698
2020-031732,12248687112,01/26/2020 02:00:00 PM,01/26/2020 04:10:00 PM,01/26/2020 04:56:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,LAKEWOOD/SEWARD PARK,58XX BLOCK OF LAKE WASHINGTON BLVD S,-122.258073024,47.55061696
2020-031708,12248668845,01/25/2020 11:00:00 PM,01/26/2020 04:00:00 PM,01/26/2020 04:47:04 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,80XX BLOCK OF BAGLEY AVE N,-122.332095474,47.68776773
2020-031701,12248644066,01/26/2020 03:56:00 PM,01/26/2020 03:58:00 PM,01/26/2020 04:23:04 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2020-031595,12248601865,01/25/2020 12:00:00 AM,01/26/2020 12:00:00 AM,01/26/2020 03:33:10 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F1,NORTH DELRIDGE,50XX BLOCK OF 25TH AVE SW,-122.3642723,47.5563782
2020-031551,12248601716,01/24/2020 12:00:00 AM,01/26/2020 01:08:00 PM,01/26/2020 03:32:25 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W1,NORTH DELRIDGE,41XX BLOCK OF 25TH AVE SW,-122.364364861,47.56563178
2020-031551,12248602940,01/24/2020 12:00:00 AM,01/26/2020 01:08:00 PM,01/26/2020 03:32:25 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W1,NORTH DELRIDGE,41XX BLOCK OF 25TH AVE SW,-122.364364861,47.56563178
2020-031432,12248569619,01/25/2020 06:00:00 PM,01/26/2020 09:00:00 AM,01/26/2020 02:48:02 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U2,UNIVERSITY,17TH AVE NE / NE 50TH ST,-122.309675333,47.66487705
2020-031509,12248565617,01/24/2020 05:00:00 PM,01/24/2020 05:30:00 PM,01/26/2020 02:41:40 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,F,F1,NORTH DELRIDGE,65XX BLOCK OF 18TH AVE SW,-122.357154115,47.54472315
2020-031332,12248545592,01/25/2020 06:00:00 PM,01/26/2020 07:00:00 AM,01/26/2020 02:21:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,J,J2,PHINNEY RIDGE,72XX BLOCK OF 6TH AVE NW,-122.363335032,47.68125465
2020-031480,12248601055,01/26/2020 12:00:00 PM,,01/26/2020 02:11:20 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,73XX BLOCK OF 15TH AVE NW,-122.376776958,47.68230977
2020-031486,12248514860,01/26/2020 12:10:00 PM,01/26/2020 12:20:00 PM,01/26/2020 01:44:39 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,N,N3,GREENWOOD,AURORA AVE N / N 90TH ST,-122.344564967,47.69418567
2020-031387,12248483678,01/25/2020 05:30:00 PM,01/25/2020 05:30:00 PM,01/26/2020 01:11:42 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,C,C1,CAPITOL HILL,7XX BLOCK OF BROADWAY E,-122.321314955,47.62597678
2020-901256,12248456687,01/26/2020 12:05:00 AM,01/26/2020 12:10:00 AM,01/26/2020 12:42:35 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,23XX BLOCK OF BIGELOW AVE N,-122.348288096,47.63954328
2020-901255,12248456331,01/25/2020 06:00:00 PM,01/26/2020 12:00:00 AM,01/26/2020 12:42:27 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,3XX BLOCK OF 10TH AVE,-122.319411925,47.60478099
2020-901254,12248456231,12/28/2019 06:00:00 PM,12/28/2019 06:05:00 PM,01/26/2020 12:42:19 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411155,47.66332336
2020-901253,12248456131,01/26/2020 12:25:00 AM,01/26/2020 01:00:00 AM,01/26/2020 12:42:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,BALLARD AVE NW / 22ND AVE NW,-122.384745436,47.66764582
2020-031433,12248454326,01/25/2020 08:00:00 AM,01/26/2020 10:30:00 AM,01/26/2020 12:33:54 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,74XX BLOCK OF 4TH AVE NE,-122.324874674,47.68245283
2020-901251,12248446492,01/25/2020 02:10:00 AM,01/26/2020 11:10:00 AM,01/26/2020 12:32:55 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K2,PIONEER SQUARE,1XX BLOCK OF S WASHINGTON ST,-122.333200197,47.60088199
2020-901249,12248446093,01/26/2020 12:00:00 AM,01/26/2020 08:20:00 AM,01/26/2020 12:32:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,57XX BLOCK OF 39TH AVE NE,-122.285774562,47.67123325
2020-901248,12248445908,01/26/2020 12:00:00 AM,01/26/2020 06:00:00 AM,01/26/2020 12:32:30 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O3,GEORGETOWN,62XX BLOCK OF CARLETON AVE S,-122.320402556,47.54657841
2020-901247,12248445693,01/25/2020 10:00:00 PM,01/26/2020 08:30:00 AM,01/26/2020 12:32:20 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,4XX BLOCK OF NW 45TH ST,-122.362786401,47.6614607
2020-901246,12248445530,01/26/2020 07:35:00 AM,01/26/2020 08:45:00 AM,01/26/2020 12:32:11 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 8TH AVE NE,-122.319560828,47.66222203
2020-901245,12248439299,01/25/2020 06:30:00 PM,01/26/2020 08:00:00 AM,01/26/2020 12:23:52 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,FREMONT,38XX BLOCK OF EVANSTON AVE N,-122.351287648,47.65281337
2020-901244,12248437967,01/25/2020 11:10:00 PM,01/25/2020 11:30:00 PM,01/26/2020 12:22:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,17XX BLOCK OF OCCIDENTAL AVE S,-122.333265005,47.58716582
